Person,Week,y,price
75.0,1.0,0,0.878
76.0,1.0,1,0.878
77.0,1.0,1,0.878
78.0,1.0,0,0.878
79.0,1.0,1,0.878
80.0,1.0,1,0.878
81.0,1.0,1,0.878
82.0,1.0,0,0.878
83.0,1.0,1,0.878
84.0,1.0,0,0.878
85.0,1.0,0,0.878
86.0,1.0,0,0.878
87.0,1.0,1,0.878
88.0,1.0,1,0.878
89.0,1.0,1,0.878
90.0,1.0,0,0.878
91.0,1.0,0,0.878
92.0,1.0,1,0.878
93.0,1.0,0,0.878
94.0,1.0,2,0.878
95.0,1.0,2,0.878
96.0,1.0,1,0.878
97.0,1.0,3,0.878
98.0,1.0,2,0.878
99.0,1.0,1,0.878
100.0,1.0,0,0.878
101.0,1.0,3,0.878
102.0,1.0,0,0.878
103.0,1.0,2,0.878
104.0,1.0,0,0.878
105.0,1.0,1,0.878
106.0,1.0,1,0.878
107.0,1.0,2,0.878
108.0,1.0,1,0.878
109.0,1.0,3,0.878
110.0,1.0,0,0.878
111.0,1.0,1,0.878
112.0,1.0,2,0.878
113.0,1.0,0,0.878
114.0,1.0,2,0.878
115.0,1.0,0,0.878
116.0,1.0,2,0.878
117.0,1.0,0,0.878
118.0,1.0,2,0.878
119.0,1.0,1,0.878
120.0,1.0,0,0.878
121.0,1.0,1,0.878
122.0,1.0,0,0.878
123.0,1.0,1,0.878
124.0,1.0,3,0.878
125.0,1.0,1,0.878
126.0,1.0,2,0.878
127.0,1.0,0,0.878
128.0,1.0,0,0.878
129.0,1.0,1,0.878
130.0,1.0,0,0.878
131.0,1.0,2,0.878
132.0,1.0,2,0.878
133.0,1.0,1,0.878
134.0,1.0,1,0.878
135.0,1.0,0,0.878
136.0,1.0,2,0.878
137.0,1.0,0,0.878
138.0,1.0,3,0.878
139.0,1.0,3,0.878
140.0,1.0,2,0.878
141.0,1.0,0,0.878
142.0,1.0,0,0.878
143.0,1.0,0,0.878
144.0,1.0,2,0.878
145.0,1.0,0,0.878
146.0,1.0,3,0.878
147.0,1.0,0,0.878
148.0,1.0,1,0.878
149.0,1.0,0,0.878
150.0,1.0,2,0.878
151.0,1.0,0,0.878
152.0,1.0,1,0.878
153.0,1.0,0,0.878
154.0,1.0,1,0.878
155.0,1.0,5,0.878
156.0,1.0,3,0.878
157.0,1.0,0,0.878
158.0,1.0,0,0.878
159.0,1.0,0,0.878
160.0,1.0,0,0.878
161.0,1.0,0,0.878
162.0,1.0,1,0.878
163.0,1.0,0,0.878
164.0,1.0,1,0.878
165.0,1.0,0,0.878
166.0,1.0,3,0.878
167.0,1.0,1,0.878
168.0,1.0,0,0.878
169.0,1.0,3,0.878
170.0,1.0,1,0.878
171.0,1.0,1,0.878
172.0,1.0,1,0.878
173.0,1.0,2,0.878
174.0,1.0,0,0.878
175.0,1.0,0,0.878
176.0,1.0,0,0.878
177.0,1.0,3,0.878
178.0,1.0,0,0.878
179.0,1.0,1,0.878
180.0,1.0,1,0.878
181.0,1.0,0,0.878
182.0,1.0,1,0.878
183.0,1.0,0,0.878
184.0,1.0,0,0.878
185.0,1.0,2,0.878
186.0,1.0,1,0.878
187.0,1.0,0,0.878
188.0,1.0,1,0.878
189.0,1.0,0,0.878
190.0,1.0,1,0.878
191.0,1.0,1,0.878
192.0,1.0,2,0.878
193.0,1.0,0,0.878
194.0,1.0,2,0.878
195.0,1.0,0,0.878
196.0,1.0,0,0.878
197.0,1.0,1,0.878
198.0,1.0,2,0.878
199.0,1.0,1,0.878
200.0,1.0,0,0.878
201.0,1.0,1,0.878
202.0,1.0,1,0.878
203.0,1.0,1,0.878
204.0,1.0,1,0.878
205.0,1.0,0,0.878
206.0,1.0,0,0.878
207.0,1.0,1,0.878
208.0,1.0,0,0.878
209.0,1.0,1,0.878
210.0,1.0,0,0.878
211.0,1.0,2,0.878
212.0,1.0,1,0.878
213.0,1.0,1,0.878
214.0,1.0,0,0.878
215.0,1.0,1,0.878
216.0,1.0,0,0.878
217.0,1.0,0,0.878
218.0,1.0,2,0.878
219.0,1.0,4,0.878
220.0,1.0,1,0.878
221.0,1.0,2,0.878
222.0,1.0,0,0.878
223.0,1.0,0,0.878
224.0,1.0,0,0.878
225.0,1.0,0,0.878
226.0,1.0,0,0.878
227.0,1.0,1,0.878
228.0,1.0,1,0.878
229.0,1.0,1,0.878
230.0,1.0,2,0.878
231.0,1.0,1,0.878
232.0,1.0,1,0.878
233.0,1.0,0,0.878
234.0,1.0,0,0.878
235.0,1.0,1,0.878
236.0,1.0,0,0.878
237.0,1.0,1,0.878
238.0,1.0,0,0.878
239.0,1.0,3,0.878
240.0,1.0,1,0.878
241.0,1.0,0,0.878
242.0,1.0,0,0.878
243.0,1.0,2,0.878
244.0,1.0,1,0.878
245.0,1.0,0,0.878
246.0,1.0,3,0.878
247.0,1.0,1,0.878
248.0,1.0,1,0.878
249.0,1.0,1,0.878
250.0,1.0,2,0.878
1.0,2.0,0,3.197
2.0,2.0,0,3.197
3.0,2.0,1,3.197
4.0,2.0,0,3.197
5.0,2.0,0,3.197
6.0,2.0,0,3.197
7.0,2.0,0,3.197
8.0,2.0,0,3.197
9.0,2.0,1,3.197
10.0,2.0,0,3.197
11.0,2.0,0,3.197
12.0,2.0,1,3.197
13.0,2.0,0,3.197
14.0,2.0,0,3.197
15.0,2.0,0,3.197
16.0,2.0,0,3.197
17.0,2.0,0,3.197
18.0,2.0,2,3.197
19.0,2.0,0,3.197
20.0,2.0,1,3.197
21.0,2.0,0,3.197
22.0,2.0,2,3.197
23.0,2.0,2,3.197
24.0,2.0,0,3.197
25.0,2.0,1,3.197
26.0,2.0,1,3.197
27.0,2.0,0,3.197
28.0,2.0,0,3.197
29.0,2.0,0,3.197
30.0,2.0,2,3.197
31.0,2.0,0,3.197
32.0,2.0,0,3.197
33.0,2.0,0,3.197
34.0,2.0,1,3.197
35.0,2.0,0,3.197
36.0,2.0,1,3.197
37.0,2.0,1,3.197
38.0,2.0,0,3.197
39.0,2.0,2,3.197
40.0,2.0,0,3.197
41.0,2.0,0,3.197
42.0,2.0,1,3.197
43.0,2.0,0,3.197
44.0,2.0,0,3.197
45.0,2.0,0,3.197
46.0,2.0,0,3.197
47.0,2.0,0,3.197
48.0,2.0,0,3.197
49.0,2.0,0,3.197
50.0,2.0,1,3.197
51.0,2.0,1,3.197
52.0,2.0,0,3.197
53.0,2.0,0,3.197
54.0,2.0,0,3.197
55.0,2.0,0,3.197
56.0,2.0,0,3.197
57.0,2.0,0,3.197
58.0,2.0,0,3.197
59.0,2.0,0,3.197
60.0,2.0,0,3.197
61.0,2.0,0,3.197
62.0,2.0,0,3.197
63.0,2.0,1,3.197
64.0,2.0,0,3.197
65.0,2.0,0,3.197
66.0,2.0,0,3.197
67.0,2.0,0,3.197
68.0,2.0,0,3.197
69.0,2.0,2,3.197
70.0,2.0,0,3.197
71.0,2.0,0,3.197
72.0,2.0,0,3.197
73.0,2.0,0,3.197
74.0,2.0,1,3.197
75.0,2.0,0,3.197
76.0,2.0,2,3.197
77.0,2.0,0,3.197
78.0,2.0,1,3.197
79.0,2.0,0,3.197
80.0,2.0,3,3.197
81.0,2.0,0,3.197
82.0,2.0,0,3.197
83.0,2.0,0,3.197
84.0,2.0,0,3.197
85.0,2.0,0,3.197
86.0,2.0,0,3.197
87.0,2.0,0,3.197
88.0,2.0,0,3.197
89.0,2.0,1,3.197
90.0,2.0,0,3.197
91.0,2.0,0,3.197
92.0,2.0,0,3.197
93.0,2.0,0,3.197
94.0,2.0,1,3.197
95.0,2.0,1,3.197
96.0,2.0,0,3.197
97.0,2.0,0,3.197
98.0,2.0,1,3.197
99.0,2.0,0,3.197
100.0,2.0,0,3.197
101.0,2.0,0,3.197
102.0,2.0,0,3.197
103.0,2.0,0,3.197
104.0,2.0,0,3.197
105.0,2.0,0,3.197
106.0,2.0,0,3.197
107.0,2.0,0,3.197
108.0,2.0,0,3.197
109.0,2.0,0,3.197
110.0,2.0,0,3.197
111.0,2.0,0,3.197
112.0,2.0,0,3.197
113.0,2.0,0,3.197
114.0,2.0,0,3.197
115.0,2.0,0,3.197
116.0,2.0,0,3.197
117.0,2.0,1,3.197
118.0,2.0,0,3.197
119.0,2.0,0,3.197
120.0,2.0,1,3.197
121.0,2.0,0,3.197
122.0,2.0,0,3.197
123.0,2.0,0,3.197
124.0,2.0,1,3.197
125.0,2.0,0,3.197
126.0,2.0,0,3.197
127.0,2.0,1,3.197
128.0,2.0,0,3.197
129.0,2.0,0,3.197
130.0,2.0,1,3.197
131.0,2.0,0,3.197
132.0,2.0,1,3.197
133.0,2.0,0,3.197
134.0,2.0,0,3.197
135.0,2.0,0,3.197
136.0,2.0,0,3.197
137.0,2.0,0,3.197
138.0,2.0,0,3.197
139.0,2.0,0,3.197
140.0,2.0,0,3.197
141.0,2.0,0,3.197
142.0,2.0,0,3.197
143.0,2.0,1,3.197
144.0,2.0,1,3.197
145.0,2.0,0,3.197
146.0,2.0,0,3.197
147.0,2.0,0,3.197
148.0,2.0,0,3.197
149.0,2.0,0,3.197
150.0,2.0,0,3.197
151.0,2.0,1,3.197
152.0,2.0,0,3.197
153.0,2.0,0,3.197
154.0,2.0,0,3.197
155.0,2.0,1,3.197
156.0,2.0,0,3.197
157.0,2.0,0,3.197
158.0,2.0,0,3.197
159.0,2.0,0,3.197
160.0,2.0,0,3.197
161.0,2.0,0,3.197
162.0,2.0,2,3.197
163.0,2.0,0,3.197
164.0,2.0,0,3.197
165.0,2.0,0,3.197
166.0,2.0,0,3.197
167.0,2.0,0,3.197
168.0,2.0,0,3.197
169.0,2.0,0,3.197
170.0,2.0,0,3.197
171.0,2.0,0,3.197
172.0,2.0,1,3.197
173.0,2.0,0,3.197
174.0,2.0,2,3.197
175.0,2.0,0,3.197
176.0,2.0,0,3.197
177.0,2.0,0,3.197
178.0,2.0,0,3.197
179.0,2.0,0,3.197
180.0,2.0,1,3.197
181.0,2.0,0,3.197
182.0,2.0,1,3.197
183.0,2.0,1,3.197
184.0,2.0,0,3.197
185.0,2.0,1,3.197
186.0,2.0,0,3.197
187.0,2.0,0,3.197
188.0,2.0,0,3.197
189.0,2.0,0,3.197
190.0,2.0,0,3.197
191.0,2.0,0,3.197
192.0,2.0,0,3.197
193.0,2.0,0,3.197
194.0,2.0,0,3.197
195.0,2.0,0,3.197
196.0,2.0,1,3.197
197.0,2.0,0,3.197
198.0,2.0,1,3.197
199.0,2.0,0,3.197
200.0,2.0,1,3.197
201.0,2.0,0,3.197
202.0,2.0,0,3.197
203.0,2.0,1,3.197
204.0,2.0,0,3.197
205.0,2.0,0,3.197
206.0,2.0,0,3.197
207.0,2.0,1,3.197
208.0,2.0,0,3.197
209.0,2.0,0,3.197
210.0,2.0,0,3.197
211.0,2.0,0,3.197
212.0,2.0,0,3.197
213.0,2.0,0,3.197
214.0,2.0,0,3.197
215.0,2.0,0,3.197
216.0,2.0,1,3.197
217.0,2.0,0,3.197
218.0,2.0,1,3.197
219.0,2.0,0,3.197
220.0,2.0,0,3.197
221.0,2.0,0,3.197
222.0,2.0,1,3.197
223.0,2.0,0,3.197
224.0,2.0,0,3.197
225.0,2.0,1,3.197
226.0,2.0,0,3.197
227.0,2.0,1,3.197
228.0,2.0,0,3.197
229.0,2.0,0,3.197
230.0,2.0,0,3.197
231.0,2.0,1,3.197
232.0,2.0,0,3.197
233.0,2.0,3,3.197
234.0,2.0,0,3.197
235.0,2.0,0,3.197
236.0,2.0,0,3.197
237.0,2.0,0,3.197
238.0,2.0,0,3.197
239.0,2.0,1,3.197
240.0,2.0,0,3.197
241.0,2.0,0,3.197
242.0,2.0,1,3.197
243.0,2.0,2,3.197
244.0,2.0,1,3.197
245.0,2.0,0,3.197
246.0,2.0,0,3.197
247.0,2.0,0,3.197
248.0,2.0,1,3.197
249.0,2.0,1,3.197
250.0,2.0,0,3.197
1.0,3.0,2,0.254
2.0,3.0,1,0.254
3.0,3.0,1,0.254
4.0,3.0,1,0.254
5.0,3.0,2,0.254
6.0,3.0,1,0.254
7.0,3.0,0,0.254
8.0,3.0,0,0.254
9.0,3.0,3,0.254
10.0,3.0,1,0.254
11.0,3.0,2,0.254
12.0,3.0,1,0.254
13.0,3.0,1,0.254
14.0,3.0,1,0.254
15.0,3.0,1,0.254
16.0,3.0,7,0.254
17.0,3.0,0,0.254
18.0,3.0,1,0.254
19.0,3.0,0,0.254
20.0,3.0,1,0.254
21.0,3.0,0,0.254
22.0,3.0,1,0.254
23.0,3.0,1,0.254
24.0,3.0,2,0.254
25.0,3.0,1,0.254
26.0,3.0,2,0.254
27.0,3.0,0,0.254
28.0,3.0,0,0.254
29.0,3.0,0,0.254
30.0,3.0,0,0.254
31.0,3.0,0,0.254
32.0,3.0,1,0.254
33.0,3.0,3,0.254
34.0,3.0,1,0.254
35.0,3.0,1,0.254
36.0,3.0,1,0.254
37.0,3.0,3,0.254
38.0,3.0,4,0.254
39.0,3.0,1,0.254
40.0,3.0,2,0.254
41.0,3.0,4,0.254
42.0,3.0,0,0.254
43.0,3.0,1,0.254
44.0,3.0,3,0.254
45.0,3.0,2,0.254
46.0,3.0,1,0.254
47.0,3.0,4,0.254
48.0,3.0,2,0.254
49.0,3.0,3,0.254
50.0,3.0,1,0.254
51.0,3.0,2,0.254
52.0,3.0,4,0.254
53.0,3.0,1,0.254
54.0,3.0,2,0.254
55.0,3.0,1,0.254
56.0,3.0,0,0.254
57.0,3.0,3,0.254
58.0,3.0,1,0.254
59.0,3.0,2,0.254
60.0,3.0,1,0.254
61.0,3.0,2,0.254
62.0,3.0,1,0.254
63.0,3.0,1,0.254
64.0,3.0,1,0.254
65.0,3.0,1,0.254
66.0,3.0,2,0.254
67.0,3.0,2,0.254
68.0,3.0,1,0.254
69.0,3.0,0,0.254
70.0,3.0,3,0.254
71.0,3.0,2,0.254
72.0,3.0,4,0.254
73.0,3.0,0,0.254
74.0,3.0,2,0.254
75.0,3.0,0,0.254
76.0,3.0,3,0.254
77.0,3.0,3,0.254
78.0,3.0,1,0.254
79.0,3.0,3,0.254
80.0,3.0,0,0.254
81.0,3.0,1,0.254
82.0,3.0,3,0.254
83.0,3.0,8,0.254
84.0,3.0,2,0.254
85.0,3.0,1,0.254
86.0,3.0,2,0.254
87.0,3.0,8,0.254
88.0,3.0,4,0.254
89.0,3.0,1,0.254
90.0,3.0,1,0.254
91.0,3.0,0,0.254
92.0,3.0,0,0.254
93.0,3.0,0,0.254
94.0,3.0,4,0.254
95.0,3.0,2,0.254
96.0,3.0,5,0.254
97.0,3.0,0,0.254
98.0,3.0,0,0.254
99.0,3.0,1,0.254
100.0,3.0,3,0.254
101.0,3.0,4,0.254
102.0,3.0,0,0.254
103.0,3.0,1,0.254
104.0,3.0,1,0.254
105.0,3.0,1,0.254
106.0,3.0,1,0.254
107.0,3.0,6,0.254
108.0,3.0,3,0.254
109.0,3.0,5,0.254
110.0,3.0,3,0.254
111.0,3.0,3,0.254
112.0,3.0,2,0.254
113.0,3.0,1,0.254
114.0,3.0,1,0.254
115.0,3.0,2,0.254
116.0,3.0,2,0.254
117.0,3.0,1,0.254
118.0,3.0,1,0.254
119.0,3.0,1,0.254
120.0,3.0,0,0.254
121.0,3.0,0,0.254
122.0,3.0,2,0.254
123.0,3.0,2,0.254
124.0,3.0,2,0.254
125.0,3.0,2,0.254
126.0,3.0,2,0.254
127.0,3.0,1,0.254
128.0,3.0,0,0.254
129.0,3.0,1,0.254
130.0,3.0,2,0.254
131.0,3.0,2,0.254
132.0,3.0,0,0.254
133.0,3.0,2,0.254
134.0,3.0,7,0.254
135.0,3.0,0,0.254
136.0,3.0,1,0.254
137.0,3.0,3,0.254
138.0,3.0,8,0.254
139.0,3.0,1,0.254
140.0,3.0,1,0.254
141.0,3.0,11,0.254
142.0,3.0,0,0.254
143.0,3.0,4,0.254
144.0,3.0,2,0.254
145.0,3.0,1,0.254
146.0,3.0,0,0.254
147.0,3.0,3,0.254
148.0,3.0,2,0.254
149.0,3.0,2,0.254
150.0,3.0,3,0.254
151.0,3.0,2,0.254
152.0,3.0,0,0.254
153.0,3.0,0,0.254
154.0,3.0,5,0.254
155.0,3.0,1,0.254
156.0,3.0,2,0.254
157.0,3.0,1,0.254
158.0,3.0,5,0.254
159.0,3.0,2,0.254
160.0,3.0,0,0.254
161.0,3.0,4,0.254
162.0,3.0,0,0.254
163.0,3.0,3,0.254
164.0,3.0,0,0.254
165.0,3.0,2,0.254
166.0,3.0,4,0.254
167.0,3.0,4,0.254
168.0,3.0,4,0.254
169.0,3.0,8,0.254
170.0,3.0,0,0.254
171.0,3.0,0,0.254
172.0,3.0,0,0.254
173.0,3.0,0,0.254
174.0,3.0,0,0.254
175.0,3.0,1,0.254
176.0,3.0,0,0.254
177.0,3.0,0,0.254
178.0,3.0,0,0.254
179.0,3.0,1,0.254
180.0,3.0,2,0.254
181.0,3.0,3,0.254
182.0,3.0,1,0.254
183.0,3.0,4,0.254
184.0,3.0,0,0.254
185.0,3.0,1,0.254
186.0,3.0,3,0.254
187.0,3.0,6,0.254
188.0,3.0,4,0.254
189.0,3.0,1,0.254
190.0,3.0,1,0.254
191.0,3.0,1,0.254
192.0,3.0,6,0.254
193.0,3.0,2,0.254
194.0,3.0,1,0.254
195.0,3.0,3,0.254
196.0,3.0,0,0.254
197.0,3.0,2,0.254
198.0,3.0,3,0.254
199.0,3.0,2,0.254
200.0,3.0,1,0.254
201.0,3.0,6,0.254
202.0,3.0,1,0.254
203.0,3.0,0,0.254
204.0,3.0,1,0.254
205.0,3.0,3,0.254
206.0,3.0,2,0.254
207.0,3.0,1,0.254
208.0,3.0,1,0.254
209.0,3.0,2,0.254
210.0,3.0,0,0.254
211.0,3.0,0,0.254
212.0,3.0,6,0.254
213.0,3.0,0,0.254
214.0,3.0,2,0.254
215.0,3.0,1,0.254
216.0,3.0,0,0.254
217.0,3.0,1,0.254
218.0,3.0,0,0.254
219.0,3.0,6,0.254
220.0,3.0,0,0.254
221.0,3.0,1,0.254
222.0,3.0,1,0.254
223.0,3.0,3,0.254
224.0,3.0,0,0.254
225.0,3.0,0,0.254
226.0,3.0,0,0.254
227.0,3.0,0,0.254
228.0,3.0,3,0.254
229.0,3.0,2,0.254
230.0,3.0,2,0.254
231.0,3.0,2,0.254
232.0,3.0,1,0.254
233.0,3.0,2,0.254
234.0,3.0,0,0.254
235.0,3.0,1,0.254
236.0,3.0,1,0.254
237.0,3.0,4,0.254
238.0,3.0,0,0.254
239.0,3.0,1,0.254
240.0,3.0,0,0.254
241.0,3.0,3,0.254
242.0,3.0,0,0.254
243.0,3.0,1,0.254
244.0,3.0,4,0.254
245.0,3.0,1,0.254
246.0,3.0,0,0.254
247.0,3.0,2,0.254
248.0,3.0,2,0.254
249.0,3.0,1,0.254
250.0,3.0,2,0.254
1.0,4.0,0,0.508
2.0,4.0,0,0.508
3.0,4.0,1,0.508
4.0,4.0,0,0.508
5.0,4.0,2,0.508
6.0,4.0,1,0.508
7.0,4.0,2,0.508
8.0,4.0,2,0.508
9.0,4.0,1,0.508
10.0,4.0,6,0.508
11.0,4.0,1,0.508
12.0,4.0,2,0.508
13.0,4.0,1,0.508
14.0,4.0,1,0.508
15.0,4.0,0,0.508
16.0,4.0,1,0.508
17.0,4.0,1,0.508
18.0,4.0,3,0.508
19.0,4.0,0,0.508
20.0,4.0,0,0.508
21.0,4.0,0,0.508
22.0,4.0,0,0.508
23.0,4.0,0,0.508
24.0,4.0,2,0.508
25.0,4.0,1,0.508
26.0,4.0,0,0.508
27.0,4.0,3,0.508
28.0,4.0,2,0.508
29.0,4.0,0,0.508
30.0,4.0,2,0.508
31.0,4.0,0,0.508
32.0,4.0,1,0.508
33.0,4.0,1,0.508
34.0,4.0,3,0.508
35.0,4.0,1,0.508
36.0,4.0,0,0.508
37.0,4.0,3,0.508
38.0,4.0,2,0.508
39.0,4.0,0,0.508
40.0,4.0,0,0.508
41.0,4.0,1,0.508
42.0,4.0,1,0.508
43.0,4.0,1,0.508
44.0,4.0,4,0.508
45.0,4.0,0,0.508
46.0,4.0,2,0.508
47.0,4.0,5,0.508
48.0,4.0,2,0.508
49.0,4.0,0,0.508
50.0,4.0,1,0.508
51.0,4.0,0,0.508
52.0,4.0,1,0.508
53.0,4.0,0,0.508
54.0,4.0,1,0.508
55.0,4.0,5,0.508
56.0,4.0,0,0.508
57.0,4.0,3,0.508
58.0,4.0,1,0.508
59.0,4.0,1,0.508
60.0,4.0,1,0.508
61.0,4.0,1,0.508
62.0,4.0,0,0.508
63.0,4.0,0,0.508
64.0,4.0,1,0.508
65.0,4.0,1,0.508
66.0,4.0,0,0.508
67.0,4.0,3,0.508
68.0,4.0,1,0.508
69.0,4.0,2,0.508
70.0,4.0,0,0.508
71.0,4.0,0,0.508
72.0,4.0,0,0.508
73.0,4.0,3,0.508
74.0,4.0,1,0.508
75.0,4.0,2,0.508
76.0,4.0,1,0.508
77.0,4.0,0,0.508
78.0,4.0,3,0.508
79.0,4.0,1,0.508
80.0,4.0,0,0.508
81.0,4.0,1,0.508
82.0,4.0,0,0.508
83.0,4.0,5,0.508
84.0,4.0,4,0.508
85.0,4.0,0,0.508
86.0,4.0,1,0.508
87.0,4.0,5,0.508
88.0,4.0,2,0.508
89.0,4.0,4,0.508
90.0,4.0,1,0.508
91.0,4.0,1,0.508
92.0,4.0,0,0.508
93.0,4.0,1,0.508
94.0,4.0,1,0.508
95.0,4.0,1,0.508
96.0,4.0,0,0.508
97.0,4.0,1,0.508
98.0,4.0,1,0.508
99.0,4.0,1,0.508
100.0,4.0,1,0.508
101.0,4.0,2,0.508
102.0,4.0,1,0.508
103.0,4.0,1,0.508
104.0,4.0,1,0.508
105.0,4.0,1,0.508
106.0,4.0,1,0.508
107.0,4.0,3,0.508
108.0,4.0,0,0.508
109.0,4.0,2,0.508
110.0,4.0,2,0.508
111.0,4.0,3,0.508
112.0,4.0,2,0.508
113.0,4.0,1,0.508
114.0,4.0,1,0.508
115.0,4.0,2,0.508
116.0,4.0,1,0.508
117.0,4.0,1,0.508
118.0,4.0,0,0.508
119.0,4.0,0,0.508
120.0,4.0,2,0.508
121.0,4.0,2,0.508
122.0,4.0,2,0.508
123.0,4.0,2,0.508
124.0,4.0,3,0.508
125.0,4.0,1,0.508
126.0,4.0,2,0.508
127.0,4.0,3,0.508
128.0,4.0,0,0.508
129.0,4.0,2,0.508
130.0,4.0,2,0.508
131.0,4.0,1,0.508
132.0,4.0,2,0.508
133.0,4.0,1,0.508
134.0,4.0,0,0.508
135.0,4.0,1,0.508
136.0,4.0,4,0.508
137.0,4.0,2,0.508
138.0,4.0,1,0.508
139.0,4.0,2,0.508
140.0,4.0,1,0.508
141.0,4.0,5,0.508
142.0,4.0,1,0.508
143.0,4.0,0,0.508
144.0,4.0,0,0.508
145.0,4.0,0,0.508
146.0,4.0,2,0.508
147.0,4.0,4,0.508
148.0,4.0,0,0.508
149.0,4.0,0,0.508
150.0,4.0,1,0.508
151.0,4.0,5,0.508
152.0,4.0,1,0.508
153.0,4.0,0,0.508
154.0,4.0,1,0.508
155.0,4.0,0,0.508
156.0,4.0,4,0.508
157.0,4.0,2,0.508
158.0,4.0,4,0.508
159.0,4.0,0,0.508
160.0,4.0,1,0.508
161.0,4.0,9,0.508
162.0,4.0,2,0.508
163.0,4.0,1,0.508
164.0,4.0,0,0.508
165.0,4.0,0,0.508
166.0,4.0,4,0.508
167.0,4.0,2,0.508
168.0,4.0,0,0.508
169.0,4.0,3,0.508
170.0,4.0,2,0.508
171.0,4.0,0,0.508
172.0,4.0,3,0.508
173.0,4.0,1,0.508
174.0,4.0,1,0.508
175.0,4.0,0,0.508
176.0,4.0,1,0.508
177.0,4.0,2,0.508
178.0,4.0,1,0.508
179.0,4.0,0,0.508
180.0,4.0,3,0.508
181.0,4.0,3,0.508
182.0,4.0,1,0.508
183.0,4.0,2,0.508
184.0,4.0,2,0.508
185.0,4.0,3,0.508
186.0,4.0,1,0.508
187.0,4.0,2,0.508
188.0,4.0,7,0.508
189.0,4.0,1,0.508
190.0,4.0,0,0.508
191.0,4.0,2,0.508
192.0,4.0,4,0.508
193.0,4.0,1,0.508
194.0,4.0,1,0.508
195.0,4.0,2,0.508
196.0,4.0,2,0.508
197.0,4.0,1,0.508
198.0,4.0,2,0.508
199.0,4.0,2,0.508
200.0,4.0,1,0.508
201.0,4.0,3,0.508
202.0,4.0,1,0.508
203.0,4.0,1,0.508
204.0,4.0,3,0.508
205.0,4.0,0,0.508
206.0,4.0,2,0.508
207.0,4.0,3,0.508
208.0,4.0,1,0.508
209.0,4.0,3,0.508
210.0,4.0,1,0.508
211.0,4.0,1,0.508
212.0,4.0,3,0.508
213.0,4.0,0,0.508
214.0,4.0,2,0.508
215.0,4.0,0,0.508
216.0,4.0,1,0.508
217.0,4.0,1,0.508
218.0,4.0,1,0.508
219.0,4.0,3,0.508
220.0,4.0,2,0.508
221.0,4.0,0,0.508
222.0,4.0,1,0.508
223.0,4.0,1,0.508
224.0,4.0,2,0.508
225.0,4.0,0,0.508
226.0,4.0,2,0.508
227.0,4.0,1,0.508
228.0,4.0,2,0.508
229.0,4.0,2,0.508
230.0,4.0,0,0.508
231.0,4.0,3,0.508
232.0,4.0,1,0.508
233.0,4.0,4,0.508
234.0,4.0,1,0.508
235.0,4.0,2,0.508
236.0,4.0,4,0.508
237.0,4.0,1,0.508
238.0,4.0,1,0.508
239.0,4.0,2,0.508
240.0,4.0,0,0.508
241.0,4.0,2,0.508
242.0,4.0,0,0.508
243.0,4.0,1,0.508
244.0,4.0,2,0.508
245.0,4.0,3,0.508
246.0,4.0,3,0.508
247.0,4.0,2,0.508
248.0,4.0,0,0.508
